unit,supplier,trade_name,value,date,category,establishment
Cocalinho,REAL     LTDA -,DOCES REAL,6751.01,16/05/2026,outros,REAL     LTDA - COCALINHO
Maranguape,PANIFICADORA SANTA TEREZINHA,PANIFICADORA SANTA TEREZINHA,654.0,16/05/2026,alimentos,MARANGUAPE
Luís Gomes,ZARUR LTDA -,POSTO ZARUR,250.0,16/05/2026,combustivel,ZARUR LTDA - LUIS GOMES
Maranguape,CAROA INDUSTRIAL LTDA -,CAROA,2740.6,16/05/2026,outros,CAROA INDUSTRIAL LTDA - MARANGUAPE
Ipaumirim,AUTO POSTO BOM PREÇO,AUTO POSTO BOM PREÇO,186.47,16/05/2026,combustivel,- IPAUMIRIM
Campo Grande,DELLYS FOOD SERVICE LTDA,DELLYS FOOD SERVICE LTDA,2760.03,16/05/2026,alimentos,CAMPO GRANDE
Não identificada,R. DIAS LEITE COMERCIO,SUPERMERCADO VITORIA R. DIAS LEITE COMER,107.96,16/05/2026,alimentos,R. DIAS LEITE COMERCIO
Não identificada,R. DIAS LEITE COMERCIO,SUPERMERCADO VITORIA R. DIAS LEITE COMER,104.97,16/05/2026,alimentos,R. DIAS LEITE COMERCIO
Não identificada,DE ALIMENTOS ADM,CASTANHAO DISTRIBUIDORA DE ALIMENTOS ADM,3219.9,16/05/2026,alimentos,DE ALIMENTOS ADM
Fortaleza,MILLENNUMLTDA -,POSTO MILLENNUM,230.51,16/05/2026,combustivel,MILLENNUMLTDA - FORTALEZA
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,16/05/2026,combustivel,LTDA GRANDE
Cocalinho,LTDA -,LOJAO DAS EMBALAGENS,9672.67,16/05/2026,alimentos,LTDA - COCALINHO
Maranguape,LTDA LTDA -,A M DIESEL LTDA,311.0,16/05/2026,combustivel,LTDA LTDA - MARANGUAPE
Cocalinho,LTDA -,AUTO POSTO KARAJAS,100.15,16/05/2026,combustivel,LTDA - COCALINHO
Cocalinho,LTDA -,AUTO POSTO KARAJAS,260.19,16/05/2026,combustivel,LTDA - COCALINHO
Fortaleza,LOCALIZA,LOCALIZA,3407.71,16/05/2026,transporte,FORTALEZA
Não identificada,LTDA,B. SUSUKI E- COMMERCE LTDA,72.17,16/05/2026,outros,LTDA
Não identificada,DE MATO GROSSO,SECRETARIA DO ESTADO DE MATO GROSSO,47182.33,17/05/2026,outros,DE MATO GROSSO
Não identificada,DE MATO GROSSO,SECRETARIA DO ESTADO DE MATO GROSSO,23158.47,17/05/2026,outros,DE MATO GROSSO
Não identificada,POSTO ALTERNATIVA DE COMBUSTIVEL E SERVI,POSTO ALTERNATIVA DE COMBUSTIVEL E SERVI,281.16,17/05/2026,combustivel,
Maranguape,PANIFICADORA SANTA TEREZINHA,PANIFICADORA SANTA TEREZINHA,228.0,17/05/2026,alimentos,MARANGUAPE
Luís Gomes,ZARUR LTDA -,POSTO ZARUR,200.0,17/05/2026,combustivel,ZARUR LTDA - LUIS GOMES
Luís Gomes,ZARUR LTDA -,POSTO ZARUR,200.0,17/05/2026,combustivel,ZARUR LTDA - LUIS GOMES
Não identificada,DE FATIMA,POSTO NOSSA SENHORA DE FATIMA,250.08,17/05/2026,combustivel,DE FATIMA
Campo Grande,NET      LTDA -,DIGITAL NET,209.9,17/05/2026,servicos,NET      LTDA - CAMPO GRANDE
Fortaleza,AZUL LINHAS AEREAS BRASILEIRAS,AZUL LINHAS AEREAS BRASILEIRAS,610.17,17/05/2026,transporte,- FORTALEZA
Fortaleza,AZUL LINHAS AEREAS BRASILEIRAS,AZUL LINHAS AEREAS BRASILEIRAS,610.17,17/05/2026,transporte,- FORTALEZA
Não identificada,DE FATIMA,POSTO NOSSA SENHORA DE FATIMA,3325.42,17/05/2026,combustivel,DE FATIMA
Não identificada,LTDA,ABCOMPRAS UTILIDADES LTDA,558.4,17/05/2026,outros,LTDA
Não identificada,LTDA,B. SUSUKI E- COMMERCE LTDA,216.51,17/05/2026,outros,LTDA
Não identificada,PECAS,PONTO A IMPORTS AUTO PECAS,279.9,18/05/2026,servicos,PECAS
Fortaleza,MANOEL QUEIROGA DE OLIVEIRA,MANOEL QUEIROGA DE OLIVEIRA,7500.0,18/05/2026,outros,FORTALEZA
Não identificada,DE ALIMENTOS LTDA,SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA,590.4,18/05/2026,alimentos,DE ALIMENTOS LTDA
Não identificada,S.A,MATEUS SUPERMERCADOS S.A,2431.85,18/05/2026,alimentos,S.A
Luís Gomes,LTDA -,MERCEARIA BORGES,48.0,18/05/2026,alimentos,LTDA - LUIS GOMES
Luís Gomes,OVOS         LTDA -,UNA OVOS,380.0,18/05/2026,alimentos,OVOS         LTDA - LUIS GOMES
Luís Gomes,RENOVOLTDA -,PADARIA RENOVO,669.5,18/05/2026,alimentos,RENOVOLTDA - LUIS GOMES
Luís Gomes,RENOVOLTDA -,PADARIA RENOVO,260.0,18/05/2026,alimentos,RENOVOLTDA - LUIS GOMES
Não identificada,MABELY,MABELY,210.0,18/05/2026,outros,
Fortaleza,LTDA -,BODEGAO ATACAREJO,2421.0,18/05/2026,alimentos,LTDA - FORTALEZA
Fortaleza,DISTRIBUIDORALTDA -,MDL DISTRIBUIDORA,5409.8,18/05/2026,alimentos,DISTRIBUIDORALTDA - FORTALEZA
Não identificada,LTDA,GERARDOS DISTRIBUIDORA LTDA,5240.4,18/05/2026,alimentos,LTDA
Campo Grande,VNS EMBALAGENS LTDA,VNS EMBALAGENS LTDA,593.31,18/05/2026,alimentos,- CAMPO GRANDE
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,828.0,18/05/2026,outros,- IPAUMIRIM
Ipaumirim,FRUTAS LTDA -,TARCIO FRUTAS,7824.0,18/05/2026,alimentos,FRUTAS LTDA - IPAUMIRIM
Ipaumirim,DAMIÃO CAJAZEIRAS UTILIDADES,DAMIÃO CAJAZEIRAS UTILIDADES,571.2,18/05/2026,outros,- IPAUMIRIM
Não identificada,MATEUS SUPERMECADOS S A,MATEUS SUPERMECADOS S A,1400.0,18/05/2026,outros,SA
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,798.0,18/05/2026,outros,- IPAUMIRIM
Maranguape,PANIFICADORA SANTA TEREZINHA,PANIFICADORA SANTA TEREZINHA,762.0,18/05/2026,alimentos,MARANGUAPE
Ipaumirim,LTDA -,HORTIFRUTI PAI ETERNO,1036.0,18/05/2026,alimentos,LTDA - IPAUMIRIM
Não identificada,DE ALIMENTOS SA,NOVO ATACADO COMERCIO DE ALIMENTOS SA,1526.56,18/05/2026,alimentos,DE ALIMENTOS SA
Luís Gomes,ZARUR LTDA -,POSTO ZARUR,230.0,18/05/2026,combustivel,ZARUR LTDA - LUIS GOMES
Não identificada,SANTOS,WMA HORTALIÇAS,3140.0,18/05/2026,alimentos,SANTOS
Luís Gomes,INDUSTRIAL LTDA -,ALBUINO,40.0,18/05/2026,outros,INDUSTRIAL LTDA - LUIS GOMES
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,1537.2,18/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Não identificada,DE ALIMENTOS LTDA,SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA,957.62,18/05/2026,alimentos,DE ALIMENTOS LTDA
Não identificada,DE ALIMENTOS LTDA,SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA,538.46,18/05/2026,alimentos,DE ALIMENTOS LTDA
Não identificada,DE ALIMENTOS LTDA,SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA,1496.08,18/05/2026,alimentos,DE ALIMENTOS LTDA
Fortaleza,IRACILDA DE LIMA ROSSAS,IRACILDA DE LIMA ROSSAS,208.0,18/05/2026,pessoa_fisica,- FORTALEZA
Fortaleza,INDUSTRIAL LTDA -,BRF S.A,466.99,18/05/2026,alimentos,INDUSTRIAL LTDA - FORTALEZA
Fortaleza,LTDA -  DE ALIMENTO,GV DA SILVEIRA DISTRIBUIDORA DE ALIMENTO,3074.74,18/05/2026,alimentos,LTDA - FORTALEZA DE ALIMENTO
Ipaumirim,AUTO POSTO BOM PREÇO,AUTO POSTO BOM PREÇO,173.9,18/05/2026,combustivel,- IPAUMIRIM
Ipaumirim,AUTO POSTO BOM PREÇO,AUTO POSTO BOM PREÇO,971.7,18/05/2026,combustivel,- IPAUMIRIM
Fortaleza,LTDA -,MERCADINHO ABENCOADO,48.0,18/05/2026,outros,LTDA - FORTALEZA
Cocalinho,LTDA -,LOJAO DAS EMBALAGENS,16259.9,18/05/2026,alimentos,LTDA - COCALINHO
Ipaumirim,INDUSTRIAL LTDA -,LGE EQUIPAMENTOS,420.0,18/05/2026,servicos,INDUSTRIAL LTDA - IPAUMIRIM
Ipaumirim,S.A -,MAGAZINE LUIZA S.A,2776.2,18/05/2026,outros,S.A - IPAUMIRIM
Fortaleza,LTDA -,MERCADINHO ABENCOADO,48.0,18/05/2026,outros,LTDA - FORTALEZA
Maranguape,INDUSTRIAL LTDA -,GT EMBALAGENS,2268.0,18/05/2026,alimentos,INDUSTRIAL LTDA - MARANGUAPE
Maranguape,LTDA -,LOJA DE CONSTRUTOR,15.4,18/05/2026,outros,LTDA - MARANGUAPE
Maranguape,LTDA -,ERNANES VARIEDADES,60.0,18/05/2026,outros,LTDA - MARANGUAPE
Não identificada,GRANDE,BORRACHARIA E LAVA JATO ESMERALDA,120.0,18/05/2026,servicos,GRANDE
Maranguape,SUPERMERCADO NOVO MARANGUAPE,SUPERMERCADO NOVO MARANGUAPE,126.9,18/05/2026,alimentos,MARANGUAPE
Maranguape,SUPERMERCADO NOVO MARANGUAPE,SUPERMERCADO NOVO MARANGUAPE,5.98,18/05/2026,alimentos,MARANGUAPE
Não identificada,E TURISMO,QUERO PASSAGEM VIAGEM E TURISMO,97.9,18/05/2026,transporte,E TURISMO
Não identificada,ATACADO E VAREJO,TR ALIMENTOS DISTRIBUIDORA ATACADO E VAR,80.0,18/05/2026,alimentos,ATACADO E VAREJO
Não identificada,LTDA,BRILTEC SERVICO E COMERCIO LTDA,245.0,18/05/2026,outros,LTDA
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,18/05/2026,combustivel,LTDA GRANDE
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,18/05/2026,combustivel,LTDA GRANDE
Maranguape,LTDA -,ANA CAROLINE FERREIRA,500.0,18/05/2026,outros,LTDA - MARANGUAPE
Maranguape,LTDA -,DANIEL COSTA CARMELINO,460.0,18/05/2026,outros,LTDA - MARANGUAPE
Não identificada,LTDA,EXPRESSO GUANABARA LTDA,207.89,18/05/2026,transporte,LTDA
Campo Grande,LTDA -,CHURRASCARIA COLONO,100.0,18/05/2026,outros,LTDA - CAMPO GRANDE
Maranguape,LTDA -,POSTO BRASIL PETRO,310.07,18/05/2026,combustivel,LTDA - MARANGUAPE
Cocalinho,CACIO FREIRES DOS SANTOS,CACIO FREIRES DOS SANTOS,350.0,18/05/2026,outros,- COCALINHO
Cocalinho,LTDA -,AUTO POSTO KARAJAS,879.33,18/05/2026,combustivel,LTDA - COCALINHO
Cocalinho,LTDA -,AUTO POSTO KARAJAS,296.06,18/05/2026,combustivel,LTDA - COCALINHO
Cocalinho,LTDA -,AUTO POSTO KARAJAS,272.34,18/05/2026,combustivel,LTDA - COCALINHO
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,154.97,18/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,25.99,18/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Maranguape,CAR -SA,LOCALIZA,4596.82,18/05/2026,transporte,CAR -SAMARANGUAPE
Não identificada,S.A,MATEUS SUPERMERCADOS S.A,1997.76,19/05/2026,alimentos,S.A
Maranguape,INDUSTRIAL LTDA -,FRIGOTOP,321.4,19/05/2026,outros,INDUSTRIAL LTDA - MARANGUAPE
Não identificada,MABELY,MABELY,70.0,19/05/2026,outros,
Luís Gomes,OVOS          LTDA -,UNA OVOS,570.0,19/05/2026,alimentos,OVOS          LTDA - LUIS GOMES
Luís Gomes,RENOVOLTDA -,PADARIA RENOVO,318.0,19/05/2026,alimentos,RENOVOLTDA - LUIS GOMES
Não identificada,MABELY,MABELY,4591.5,19/05/2026,outros,
Não identificada,MABELY,MABELY,21.0,19/05/2026,outros,
Fortaleza,LTDA -,MERCADINHO ABENCOADO,92.0,19/05/2026,outros,LTDA - FORTALEZA
Não identificada,LTDA,SUPERMERCADO COMETA LTDA,44.95,19/05/2026,alimentos,LTDA
Ipaumirim,LTDA,NG DISTRIBUIDORA DE ALIMENTOS LTDA,27947.18,19/05/2026,alimentos,IPAUMIRIM LTDA
Cocalinho,INDUSTRIAL LTDA -,CONSTRUKASA,430.5,19/05/2026,servicos,INDUSTRIAL LTDA - COCALINHO
Não identificada,GRANDE,H C INDUSTRIA DE ALIMENTOS LTDA,1289.11,19/05/2026,alimentos,GRANDE
Não identificada,GOMES LTDA,VO ITA FRIOS,2236.44,19/05/2026,alimentos,GOMES LTDA
Não identificada,GOMES LTDA,VO ITA FRIOS,5236.15,19/05/2026,alimentos,GOMES LTDA
Não identificada,LTDA,GERARDOS DISTRIBUIDORA LTDA,5240.4,19/05/2026,alimentos,LTDA
Não identificada,GOMES LTDA,VO ITA FRIOS,4193.6,19/05/2026,alimentos,GOMES LTDA
Não identificada,DO ESTADO DO CEARÁ,SECRETARIA DA FAZENDA DO ESTADO DO CEARÁ,486.2,19/05/2026,outros,DO ESTADO DO CEARÁ
Não identificada,LTDA,JURIAN BERNARDO DE ARAUJO LTDA,94.5,19/05/2026,outros,LTDA
Não identificada,LTDA,JURIAN BERNARDO DE ARAUJO LTDA,60.6,19/05/2026,outros,LTDA
Luís Gomes,LTDA,NG DISTRIBUIDORA DE ALIMENTOS LTDA,1648.59,19/05/2026,alimentos,LUIS GOMES LTDA
Luís Gomes,LTDA,NG DISTRIBUIDORA DE ALIMENTOS LTDA,6754.0,19/05/2026,alimentos,LUIS GOMES LTDA
Não identificada,ALIMENTOS LTDA,VO ITA FRIOS,7163.08,19/05/2026,alimentos,ALIMENTOS LTDA
Não identificada,DE ALIMENTOS SA,NOVO ATACADO COMERCIO DE ALIMENTOS SA,1985.76,19/05/2026,alimentos,DE ALIMENTOS SA
Ipaumirim,LTDA -,HORTIFRUTI PAI ETERNO,285.5,19/05/2026,alimentos,LTDA - IPAUMIRIM
Fortaleza,LTDA -,BODEGAO ATACAREJO,2489.2,19/05/2026,alimentos,LTDA - FORTALEZA
Fortaleza,DISTRIBUIDORA LTDA -,MDL DISTRIBUIDORA,5409.8,19/05/2026,alimentos,DISTRIBUIDORA LTDA - FORTALEZA
Maranguape,PANIFICADORA SANTA TEREZINHA,PANIFICADORA SANTA TEREZINHA,762.0,19/05/2026,alimentos,MARANGUAPE
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,1869.0,19/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Não identificada,SAM FRIOS,SAM FRIOS,1189.9,19/05/2026,alimentos,ME
Ipaumirim,TEREZINHA INACIO DA SILVA,TEREZINHA INACIO DA SILVA,900.0,19/05/2026,outros,- IPAUMIRIM
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,88.5,19/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,87.15,19/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Luís Gomes,LTDA -,CASA DAS EMBALAGENS,960.0,19/05/2026,alimentos,LTDA - LUIS GOMES
Fortaleza,LTDA -  DE ALIMENTO,GV DA SILVEIRA DISTRIBUIDORA DE ALIMENTO,1313.75,19/05/2026,alimentos,LTDA - FORTALEZA DE ALIMENTO
Ipaumirim,RONICLEI MARTINS DUARTE,RONICLEI MARTINS DUARTE,280.0,19/05/2026,pessoa_fisica,- IPAUMIRIM
Luís Gomes,FREITAS LTDA -,LOJA FREITAS,730.0,19/05/2026,outros,FREITAS LTDA - LUIS GOMES
Não identificada,GOMES VAREJISTA,SUPERMECADO AVENIDA COMERCIO VAREJISTA,1811.76,19/05/2026,alimentos,GOMES VAREJISTA
Luís Gomes,LTDA -,DIVEX EQUIPAMENTOS,199.0,19/05/2026,servicos,LTDA - LUIS GOMES
Luís Gomes,REGINALDO SENA DE MEDEIROS,REGINALDO SENA DE MEDEIROS,351.0,19/05/2026,outros,- LUIS GOMES
Não identificada,CARNES LTDA,QUALISU INDUSTRIA DE CARNES LTDA,15048.5,19/05/2026,alimentos,CARNES LTDA
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,391.15,19/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Ipaumirim,LTDA -,GRAFICA E PAPELARIA,214.8,19/05/2026,outros,LTDA - IPAUMIRIM
Luís Gomes,BORACHARIA SÃO FRANCISCO,BORACHARIA SÃO FRANCISCO,50.0,19/05/2026,pessoa_fisica,- LUIS GOMES
Não identificada,DE ALIMENTO,GV DA SILVEIRA DISTRIBUIDORA DE ALIMENTO,4186.33,19/05/2026,alimentos,DE ALIMENTO
Não identificada,BARATAO LTDA,DSB-DISTRIBUIDORA SUPER BARATAO LTDA,3135.3,19/05/2026,alimentos,BARATAO LTDA
Não identificada,DE ALIMENTOS LTDA,SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA,4064.99,19/05/2026,alimentos,DE ALIMENTOS LTDA
Não identificada,LTDAGRANDE,CENTRAL DE EMBALAGENS LTDA,440.35,19/05/2026,alimentos,LTDAGRANDE
Luís Gomes,ZARUR LTDA -,POSTO ZARUR,200.0,19/05/2026,combustivel,ZARUR LTDA - LUIS GOMES
Luís Gomes,ZARUR LTDA -,POSTO ZARUR,200.0,19/05/2026,combustivel,ZARUR LTDA - LUIS GOMES
Maranguape,CAROAINDUSTRIAL LTDA -,CAROA,2350.5,19/05/2026,outros,CAROAINDUSTRIAL LTDA - MARANGUAPE
Não identificada,DE FATIMA,POSTO NOSSA SENHORA DE FATIMA,220.13,19/05/2026,combustivel,DE FATIMA
Ipaumirim,INDUSTRIAL LTDA -,CAGEPA,54.82,19/05/2026,outros,INDUSTRIAL LTDA - IPAUMIRIM
Ipaumirim,COMBUSTIVELLTDA -,FENIX COMBUSTIVEL,99.0,19/05/2026,combustivel,COMBUSTIVELLTDA - IPAUMIRIM
Luís Gomes,INDUSTRIAL LTDA -,EBAZAR.COM.BR.LTDA,165.3,19/05/2026,servicos,INDUSTRIAL LTDA - LUIS GOMES
Luís Gomes,INDUSTRIAL LTDA -,EBAZAR.COM.BR.LTDA,165.3,19/05/2026,servicos,INDUSTRIAL LTDA - LUIS GOMES
Maranguape,PROGRESSOLTDA -,POSTO PROGRESSO,261.63,19/05/2026,combustivel,PROGRESSOLTDA - MARANGUAPE
Maranguape,CASA     LTDA -,LOBOS CASA,60.0,19/05/2026,outros,CASA     LTDA - MARANGUAPE
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,19/05/2026,combustivel,LTDA GRANDE
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,19/05/2026,combustivel,LTDA GRANDE
Luís Gomes,ZARUR LTDA -,POSTO ZARUR,200.0,19/05/2026,combustivel,ZARUR LTDA - LUIS GOMES
Maranguape,ENERGIA SA LTDA -,COPA ENERGIA SA,4074.22,19/05/2026,energia,ENERGIA SA LTDA - MARANGUAPE
Maranguape,LTDA LTDA -,A M DIESEL LTDA,257.69,19/05/2026,combustivel,LTDA LTDA - MARANGUAPE
Maranguape,LTDA LTDA -,A M DIESEL LTDA,257.69,19/05/2026,combustivel,LTDA LTDA - MARANGUAPE
Maranguape,BRASIL LTDA -,POSTO BRASIL,402.49,19/05/2026,combustivel,BRASIL LTDA - MARANGUAPE
Luís Gomes,INDUSTRIAL LTDA -,EBAZAR.COM.BR.LTDA,279.6,19/05/2026,servicos,INDUSTRIAL LTDA - LUIS GOMES
Luís Gomes,LTDA -,LINKPAR AUTOMACAO,158.5,19/05/2026,outros,LTDA - LUIS GOMES
Luís Gomes,29.077.317 VALDIRENE APARECIDA,29.077.317 VALDIRENE APARECIDA,199.8,19/05/2026,outros,- LUIS GOMES
Luís Gomes,LTDA -,ORGANY METAIS LTDA,179.97,19/05/2026,outros,LTDA - LUIS GOMES
Não identificada,GOMES,EVOLUTION COMERCIO DE COMPONENTES,19.0,19/05/2026,outros,GOMES
Cocalinho,LTDA -,TIAGO DA MATA COUTINHO,1350.0,19/05/2026,outros,LTDA - COCALINHO
Cocalinho,LTDA -,AUTO POSTO KARAJAS,250.0,19/05/2026,combustivel,LTDA - COCALINHO
Fortaleza,SEFAZINDUSTRIAL LTDA -,SEFAZ,425.42,19/05/2026,outros,SEFAZINDUSTRIAL LTDA - FORTALEZA
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,19/05/2026,combustivel,LTDA GRANDE
